query_id,model_id,category,needs_review
7bda2ac57ce9cec4,qwen3-235b-a22b,misattribution,True
373323d44d668b23,deepseek-v3-0324,fabrication,False
20228512a271005b,claude-opus-4-8,fabrication,False
691b71cf281c71e5,glm-5-2,correct,False
6d5a0c1a7f5f4a50,claude-opus-4-8,refusal,False
4d3952d513bafc04,qwen3-235b-a22b,correct,False
0e26c19b96a4ff8f,grok-4-3,misattribution,True
84662f88babf288d,glm-5-2,misattribution,True
f1b81a4460314e15,gpt-5-4,fabrication,False
525bc3505158b752,deepseek-v3-0324,correct,False
8ea0959f367e9aab,grok-4-20,refusal,False
92adc1686fc0906e,grok-4-20,correct,False
88bac0f2d3563b6b,gpt-5-5,fabrication,False
39e823ddfc797081,mistral-large-3,hedge,True
4013743c66fb946b,mistral-large-3,fabrication,False
a341c66c109d4160,qwen3-235b-a22b,refusal,True
dc9dd9bea1bdeee4,gpt-5-5,hedge,True
52f460cd3a8c80c3,gpt-5-4,correct,False
0f55db2eb97d6d22,glm-5-2,fabrication,False
511ac1bd109a954f,llama-4-maverick,fabrication,False
3c7c6da5873eceff,mistral-large-3,misattribution,True
51937c59c25410a5,gemini-3-1-pro,correct,False
b33c8b9a96c4ce40,grok-4-3,refusal,False
dc203668ae8d6cb3,claude-opus-4-8,correct,False
7217a92e0449f532,glm-5-2,hedge,True
955f6c994267c93c,deepseek-v3-0324,misattribution,True
c480c84b3651e34d,gpt-5-4,correct,False
224ddcb51cb90ec1,claude-opus-4-8,misattribution,True
0f69c9137b63bc05,qwen3-235b-a22b,fabrication,False
4d5cbc12c39e490a,llama-4-maverick,misattribution,True
099e319be3e4a9cb,mistral-large-3,fabrication,False
f05e79f0d07eda27,grok-4-3,hedge,True
483707cceba59c4d,deepseek-v3-0324,refusal,False
a7969ea750532ee5,grok-4-20,refusal,True
0bcf15921e4a659b,grok-4-3,correct,False
8545f1830c8e2794,gpt-5-5,correct,False
2b00bb8e238d065d,claude-opus-4-8,fabrication,False
5748ac5322ebe85d,grok-4-20,hedge,True
74876c057d8c2dfb,grok-4-3,refusal,False
cac2b3bb60a5f9c1,gpt-5-5,misattribution,True
d42a3fb6e8718382,glm-5-2,fabrication,False
ecf4355105b4dc59,qwen3-235b-a22b,hedge,True
ac035b34769992d1,mistral-large-3,refusal,False
39a2455f41d0d0d5,llama-4-maverick,refusal,True
1f7ec6397e48d847,qwen3-235b-a22b,fabrication,False
53f905f290273781,gpt-5-5,correct,False
f4fda804ba0b0e08,gpt-5-4,refusal,True
535ab497b8641022,glm-5-2,misattribution,True
4d5cbc12c39e490a,mistral-large-3,misattribution,True
aa2bab053dccd4cb,qwen3-235b-a22b,hedge,True
cbd7d5a9162edbd8,deepseek-v3-0324,correct,False
0be952b7e9b9789d,mistral-large-3,misattribution,True
51ce4264a1df86b5,glm-5-2,refusal,True
d855857b7372cca3,gpt-5-5,fabrication,False
848dee82376b1e1f,claude-opus-4-8,hedge,True
48063ae0031d6f31,grok-4-20,hedge,True
e89dc71a20d98d38,mistral-large-3,fabrication,False
2c2168a57b914654,glm-5-2,fabrication,False
8086486d8d341cc2,gpt-5-5,misattribution,True
bb35186fc7a0fc8f,glm-5-2,refusal,False
1aa80abf553cf79c,grok-4-3,refusal,False
be7748431d73d3db,llama-4-maverick,hedge,True
ce0e797d3529c9ae,qwen3-235b-a22b,correct,False
0190e99fc7941689,grok-4-3,correct,False
657502e4538f8743,grok-4-20,fabrication,False
5119e18803401d5f,gemini-3-1-pro,misattribution,True
36bdb1c4d9baeb22,deepseek-v3-0324,refusal,False
492c98172f8bd8d5,grok-4-3,misattribution,True
47ca9920240d7535,deepseek-v3-0324,misattribution,True
678e9774069d2cbf,mistral-large-3,fabrication,False
32bd5088a53a619b,grok-4-20,refusal,False
a8a3c8ba7dbd7f1a,gpt-5-4,fabrication,False
e93a58207b860ad2,mistral-large-3,hedge,True
61621e3d170d8531,gemini-3-1-pro,hedge,True
9add68cc628679c1,claude-opus-4-8,hedge,True
55640b9302b56053,deepseek-v3-0324,hedge,True
a026a2fa5630ba90,gemini-3-1-pro,correct,False
e506ec1a9a6924c9,gpt-5-5,misattribution,True
55640b9302b56053,llama-4-maverick,refusal,False
b096cac5139b875e,gemini-3-1-pro,correct,False
